50000   0.006178
100000  0.013833
150000	0.020112
200000	0.0273
250000	0.034969
300000  0.041188
350000	0.048763
400000	0.054047
450000	0.061589
500000	0.067876
550000	0.075957 
600000	0.083344
650000	0.088768
700000	0.096608
750000	0.103337
800000	0.10955
850000	0.114493
900000	0.12238
950000	0.128675
1000000	0.134712

